vehicle_id,vehicle_type,model,year,location,acquired_date
ZFTD2W,SUV,Toyota RAV4,2020,Central,2023-02-17
G0ZBDH,Mid-Size,Toyota Camry,2020,Central,2023-03-08
CT5CWP,Mid-Size,Nissan Altima,2023,East,2023-03-20
4RY7EL,Compact,Hyundai Elantra,2019,South,2023-03-09
JGXANE,Mid-Size,Toyota Camry,2021,East,2023-02-03
W1QQQH,Mid-Size,Nissan Altima,2022,West,2023-01-23
N7B2FE,Mid-Size,Nissan Altima,2018,East,2023-02-09
KJL46Y,Compact,Honda Civic,2021,Central,2023-02-21
F84CN1,SUV,Chevrolet Equinox,2019,West,2023-03-17
DCVMP1,Truck,Ram 1500,2019,South,2023-01-28
TZEAJH,Mid-Size,Toyota Camry,2021,Central,2023-01-15
L2FEHL,Full-Size,Chevrolet Impala,2018,Central,2023-01-29
HGUEF4,SUV,Chevrolet Equinox,2018,East,2023-02-23
ACCTZY,Truck,Ram 1500,2020,North,2023-01-21
YCMWYM,Full-Size,Ford Taurus,2021,South,2023-02-05
441292,SUV,Ford Explorer,2018,Central,2023-01-24
VON3KW,Truck,Chevrolet Silverado,2020,North,2023-03-30
SNQCZC,SUV,Ford Explorer,2019,East,2023-02-16
CJTK57,Mid-Size,Nissan Altima,2021,West,2023-03-06
O9DFM7,Compact,Honda Civic,2019,South,2023-02-16
SZXR78,Compact,Honda Civic,2018,Central,2023-01-01
QZWVDH,Mid-Size,Honda Accord,2021,East,2023-01-24
9IX6VH,Mid-Size,Nissan Altima,2023,North,2023-03-17
4B0JXR,Mid-Size,Nissan Altima,2021,South,2023-02-16
UNT73P,Full-Size,Ford Taurus,2020,South,2023-03-05
76WVBS,Full-Size,Ford Taurus,2020,South,2023-03-10
HF4JW5,SUV,Ford Explorer,2018,Central,2023-02-20
V21Q76,Compact,Honda Civic,2019,South,2023-02-21
M3GETV,Compact,Honda Civic,2020,East,2023-01-22
V2O36D,SUV,Chevrolet Equinox,2021,East,2023-01-23
QIXOKJ,SUV,Toyota RAV4,2020,South,2023-01-14
MDDW7S,Truck,Ram 1500,2023,East,2023-01-27
7F9V0C,SUV,Chevrolet Equinox,2021,South,2023-02-26
VN6256,SUV,Chevrolet Equinox,2018,North,2023-03-25
ZIK4V6,Mid-Size,Toyota Camry,2021,East,2023-02-09
2VF9II,Mid-Size,Honda Accord,2021,East,2023-02-24
FCN45R,Mid-Size,Nissan Altima,2018,North,2023-03-19
LM7BCC,Full-Size,Chrysler 300,2020,West,2023-03-02
5D7GT8,Truck,Ram 1500,2023,West,2023-01-24
EK036A,Mid-Size,Honda Accord,2020,South,2023-01-26
1LU66G,Full-Size,Chrysler 300,2020,East,2023-02-27
QKW3LE,Mid-Size,Nissan Altima,2019,South,2023-01-26
CBN8JO,Compact,Honda Civic,2018,West,2023-01-23
YXJEFH,Compact,Toyota Corolla,2019,North,2023-02-23
DQXY6K,Compact,Honda Civic,2022,West,2023-02-27
X5B2DT,Truck,Ram 1500,2023,North,2023-01-23
3QUWU0,Mid-Size,Honda Accord,2021,North,2023-01-05
4EO4NR,SUV,Toyota RAV4,2022,South,2023-03-11
07J8ZB,Full-Size,Chrysler 300,2021,North,2023-02-05
5NKSUT,Compact,Toyota Corolla,2021,East,2023-02-26
B3MFUW,Compact,Hyundai Elantra,2020,North,2023-01-16
D7V9YA,SUV,Chevrolet Equinox,2018,South,2023-01-29
H9UECT,Mid-Size,Nissan Altima,2020,North,2023-02-24
VIHVPB,Truck,Chevrolet Silverado,2023,Central,2023-01-12
CIUKA6,Compact,Honda Civic,2021,West,2023-01-29
YVIZ8Y,Full-Size,Chevrolet Impala,2022,South,2023-03-06
KO7AHD,SUV,Ford Explorer,2018,North,2023-03-11
XQE7TI,Compact,Honda Civic,2019,Central,2023-02-01
8ZE3C6,Mid-Size,Honda Accord,2019,West,2023-01-11
OKB7UV,Truck,Chevrolet Silverado,2020,Central,2023-01-03
4SK2TI,Mid-Size,Toyota Camry,2023,North,2023-02-20
43IX72,Mid-Size,Honda Accord,2020,South,2023-03-04
H4CWSB,Mid-Size,Toyota Camry,2021,North,2023-02-23
0K45VW,Mid-Size,Toyota Camry,2021,East,2023-02-06
B6YNDS,SUV,Chevrolet Equinox,2020,North,2023-01-02
65D1CN,SUV,Chevrolet Equinox,2023,North,2023-01-21
QAE5W2,Mid-Size,Honda Accord,2019,East,2023-01-04
UQAT1H,SUV,Toyota RAV4,2018,Central,2023-02-11
RO5FDH,Compact,Hyundai Elantra,2022,West,2023-01-28
F4JNJ3,Compact,Honda Civic,2021,West,2023-01-07
XR2CYN,Full-Size,Chrysler 300,2019,Central,2023-02-24
NFDY46,Truck,Ford F-150,2023,Central,2023-02-03
I1E2U5,Compact,Hyundai Elantra,2018,North,2023-03-28
C1QUTZ,Compact,Honda Civic,2019,South,2023-02-07
VOPC0Z,Mid-Size,Nissan Altima,2018,West,2023-01-09
UZJI78,SUV,Toyota RAV4,2019,Central,2023-03-05
4BT0B8,Compact,Hyundai Elantra,2022,West,2023-03-05
2LS643,Mid-Size,Nissan Altima,2022,West,2023-03-25
9078AX,Full-Size,Chevrolet Impala,2021,South,2023-03-04
MRGY4O,Mid-Size,Toyota Camry,2023,South,2023-02-02
ZL0C5N,Compact,Honda Civic,2018,North,2023-03-02
S2B8W9,Compact,Honda Civic,2021,South,2023-03-13
THUU7U,Mid-Size,Toyota Camry,2018,North,2023-02-16
OGLUNN,Mid-Size,Nissan Altima,2023,Central,2023-03-13
A74JE4,SUV,Ford Explorer,2021,North,2023-03-29
46T00H,Full-Size,Chrysler 300,2022,South,2023-03-09
SJ18CC,Full-Size,Chevrolet Impala,2021,Central,2023-02-15
JEA9U1,Truck,Chevrolet Silverado,2020,Central,2023-02-14
U0YFFR,Mid-Size,Nissan Altima,2022,South,2023-03-17
N4LLTG,Mid-Size,Honda Accord,2023,East,2023-03-20
4A4W5K,Truck,Ram 1500,2019,East,2023-01-24
65QKHF,Compact,Hyundai Elantra,2023,Central,2023-01-01
U8U81Y,Full-Size,Chrysler 300,2022,West,2023-03-14
074FVQ,SUV,Chevrolet Equinox,2018,East,2023-01-22
5H3R72,Compact,Hyundai Elantra,2023,South,2023-03-31
M4GASO,Mid-Size,Honda Accord,2019,South,2023-01-04
E9BVJK,Compact,Hyundai Elantra,2021,West,2023-03-23
HOYLZQ,Compact,Hyundai Elantra,2018,Central,2023-03-03
2QNSYQ,Mid-Size,Toyota Camry,2019,North,2023-01-28
6SKBOB,Mid-Size,Honda Accord,2021,West,2023-01-04
BNK502,SUV,Toyota RAV4,2022,East,2023-03-18
TD4RPV,Truck,Ford F-150,2022,North,2023-01-11
FRVZS9,SUV,Toyota RAV4,2020,North,2023-01-09
9DCS3S,Mid-Size,Toyota Camry,2022,South,2023-03-13
HU7GQW,Mid-Size,Nissan Altima,2018,South,2023-03-02
OBY0XX,Mid-Size,Nissan Altima,2023,North,2023-01-12
XLA9H3,Compact,Toyota Corolla,2019,South,2023-01-31
TTA9T3,Truck,Ram 1500,2021,Central,2023-03-01
2E8VGU,Mid-Size,Toyota Camry,2023,West,2023-03-01
WXL7IR,Compact,Honda Civic,2019,South,2023-02-02
4COR12,SUV,Toyota RAV4,2020,West,2023-02-07
2MRA3K,Mid-Size,Toyota Camry,2022,East,2023-01-08
QY1D1N,Compact,Toyota Corolla,2023,West,2023-01-01
PEZRDF,Compact,Honda Civic,2019,South,2023-03-29
ZDSZ6F,Full-Size,Ford Taurus,2021,North,2023-01-21
KF5V9B,SUV,Ford Explorer,2019,South,2023-03-25
ZBDPNN,Compact,Honda Civic,2021,Central,2023-01-04
CTM92P,Truck,Ford F-150,2020,East,2023-03-31
1UR7VR,SUV,Ford Explorer,2018,North,2023-02-08
U20TGW,SUV,Ford Explorer,2023,Central,2023-03-14
P76A96,Compact,Toyota Corolla,2021,Central,2023-03-17
6RJV5Q,Compact,Hyundai Elantra,2020,East,2023-02-01
9J4C48,SUV,Toyota RAV4,2018,West,2023-03-08
ZWO5EK,Mid-Size,Honda Accord,2018,North,2023-01-31
EKSMPI,Full-Size,Chrysler 300,2020,East,2023-03-13
MRH765,SUV,Chevrolet Equinox,2021,Central,2023-03-28
AR2MIW,Compact,Hyundai Elantra,2019,East,2023-03-14
AWQYYT,SUV,Ford Explorer,2022,North,2023-03-07
VA9C99,Truck,Ford F-150,2020,West,2023-02-03
Z0B8TM,Full-Size,Chrysler 300,2018,West,2023-01-10
YTNLE6,Mid-Size,Toyota Camry,2021,West,2023-02-15
XK0YFG,SUV,Toyota RAV4,2019,West,2023-01-12
ID3F3T,Mid-Size,Honda Accord,2018,North,2023-02-15
E4G9AW,Full-Size,Ford Taurus,2018,North,2023-03-20
LT42KC,SUV,Chevrolet Equinox,2019,West,2023-01-11
K3S1RT,Full-Size,Chrysler 300,2021,Central,2023-03-23
CAZHMN,Mid-Size,Toyota Camry,2023,North,2023-02-23
W71W4S,Compact,Hyundai Elantra,2019,East,2023-01-05
FR92ML,Compact,Hyundai Elantra,2018,East,2023-03-06
7D7Y3L,Mid-Size,Nissan Altima,2019,South,2023-01-01
XLAQ9I,Mid-Size,Nissan Altima,2019,West,2023-02-24
F76499,Full-Size,Chrysler 300,2019,Central,2023-02-15
780LQN,Mid-Size,Honda Accord,2019,Central,2023-03-09
SZIAV9,SUV,Chevrolet Equinox,2023,North,2023-02-03
5AVTPY,Truck,Chevrolet Silverado,2020,East,2023-01-11
P66XQV,Compact,Hyundai Elantra,2021,Central,2023-02-04
6K5VC0,Full-Size,Ford Taurus,2022,South,2023-03-10
HS82ZC,Full-Size,Ford Taurus,2018,Central,2023-03-27
4MB8GL,Mid-Size,Toyota Camry,2019,East,2023-01-19
FW5S57,Compact,Toyota Corolla,2020,East,2023-02-01
5FHKW5,SUV,Ford Explorer,2020,South,2023-03-20
LXGT2O,Truck,Chevrolet Silverado,2018,Central,2023-01-29
FO17WY,Full-Size,Ford Taurus,2021,East,2023-01-23
P7585T,Truck,Ram 1500,2019,East,2023-03-16
8VVXG4,Truck,Chevrolet Silverado,2019,East,2023-02-14
NX4EK7,Mid-Size,Toyota Camry,2021,North,2023-02-22
MXU5SP,Full-Size,Ford Taurus,2023,West,2023-02-13
ARVY21,Mid-Size,Toyota Camry,2023,South,2023-02-24
QCJO91,Truck,Ram 1500,2023,South,2023-01-25
69EAUJ,Compact,Hyundai Elantra,2020,West,2023-03-07
5QAIMA,Mid-Size,Toyota Camry,2018,North,2023-02-02
LT6XDO,SUV,Ford Explorer,2019,West,2023-02-17
1NU9ER,Mid-Size,Toyota Camry,2020,East,2023-01-17
V24KQ3,SUV,Chevrolet Equinox,2019,West,2023-01-02
43YJNX,Mid-Size,Toyota Camry,2019,North,2023-02-21
JYSPM1,Truck,Ram 1500,2018,West,2023-01-13
QLNRW9,SUV,Ford Explorer,2019,South,2023-03-24
MG9F6F,Mid-Size,Honda Accord,2021,Central,2023-03-28
N9FFVG,SUV,Chevrolet Equinox,2020,South,2023-01-29
AZ818S,Mid-Size,Toyota Camry,2018,North,2023-01-26
W9SBIW,Full-Size,Chrysler 300,2021,East,2023-02-15
4VOLY6,Full-Size,Chevrolet Impala,2023,North,2023-01-19
KTPIOD,SUV,Toyota RAV4,2020,South,2023-03-19
TDR6FJ,Compact,Hyundai Elantra,2019,West,2023-01-10
Z68EI9,Compact,Honda Civic,2019,East,2023-02-10
S4AEHD,Full-Size,Chrysler 300,2020,West,2023-01-18
62OCDJ,Full-Size,Ford Taurus,2019,Central,2023-03-16
02T671,Mid-Size,Toyota Camry,2023,East,2023-01-13
C66UV2,Compact,Toyota Corolla,2023,East,2023-02-10
VMZ2FY,Mid-Size,Nissan Altima,2020,North,2023-03-17
GUD9YQ,SUV,Chevrolet Equinox,2023,South,2023-02-09
SWESZJ,Compact,Hyundai Elantra,2023,West,2023-01-17
RLF9VO,Mid-Size,Toyota Camry,2018,North,2023-01-15
MYDUI6,Truck,Ram 1500,2020,South,2023-02-24
21FCQM,Compact,Hyundai Elantra,2021,North,2023-01-12
0ZOFLS,Full-Size,Chevrolet Impala,2020,Central,2023-02-01
JLICV9,Mid-Size,Honda Accord,2020,East,2023-02-25
87X0CH,SUV,Toyota RAV4,2020,West,2023-02-04
Z96WD8,Full-Size,Chevrolet Impala,2022,West,2023-03-16
LB1GKY,SUV,Ford Explorer,2019,South,2023-03-03
86FG3L,Compact,Toyota Corolla,2021,North,2023-01-13
CVX9R2,Mid-Size,Honda Accord,2019,South,2023-03-15
T7RY85,SUV,Ford Explorer,2023,North,2023-03-23
OSVEIZ,Compact,Honda Civic,2018,South,2023-01-19
CVRR4J,Compact,Hyundai Elantra,2018,South,2023-02-02
2293SN,Compact,Toyota Corolla,2018,West,2023-02-05
27KNRD,Truck,Ford F-150,2020,South,2023-02-08
LF1RVC,Full-Size,Ford Taurus,2021,North,2023-02-11
UZY2ET,Full-Size,Chevrolet Impala,2023,Central,2023-03-22
R6Y8AQ,Full-Size,Chevrolet Impala,2020,North,2023-02-28
ZDXICX,Mid-Size,Toyota Camry,2019,South,2023-03-22
POLYWY,Mid-Size,Toyota Camry,2020,South,2023-02-01
2VCF9K,Mid-Size,Nissan Altima,2018,North,2023-02-17
PN93RY,Full-Size,Chevrolet Impala,2020,Central,2023-01-10
TX8YES,Compact,Honda Civic,2022,South,2023-01-25
3BMHZF,SUV,Toyota RAV4,2018,West,2023-02-22
WC7LO2,SUV,Chevrolet Equinox,2022,North,2023-01-16
NE6ERE,Mid-Size,Honda Accord,2019,East,2023-03-28
ZJ7HYA,Full-Size,Ford Taurus,2022,North,2023-01-25
EJ59WM,Compact,Hyundai Elantra,2022,South,2023-01-15
LHMRYI,Truck,Ford F-150,2022,East,2023-03-12
BUIOZ6,Truck,Ford F-150,2022,Central,2023-01-09
T7JZ9H,Truck,Ram 1500,2022,South,2023-01-30
0R5K82,Mid-Size,Toyota Camry,2019,West,2023-01-18
ZBCXRL,Compact,Toyota Corolla,2018,North,2023-03-04
4RQL9N,Compact,Toyota Corolla,2020,South,2023-03-17
JYBVUI,Compact,Toyota Corolla,2021,West,2023-01-18
1B94GR,Compact,Toyota Corolla,2021,East,2023-02-07
HWMR8W,Compact,Honda Civic,2022,East,2023-02-13
5WRADT,Truck,Chevrolet Silverado,2019,West,2023-03-04
SS4DX0,Compact,Toyota Corolla,2023,North,2023-02-01
XIOBG2,Compact,Hyundai Elantra,2020,West,2023-02-17
W5YI3Y,SUV,Ford Explorer,2019,Central,2023-02-15
GA1ZDQ,Full-Size,Chrysler 300,2022,West,2023-01-02
623OEM,SUV,Toyota RAV4,2018,South,2023-02-21
Y4XBVG,Full-Size,Ford Taurus,2020,South,2023-02-21
VOTVWA,SUV,Chevrolet Equinox,2022,Central,2023-03-31
8USNDW,Full-Size,Chevrolet Impala,2022,West,2023-02-15
N6XPBT,Mid-Size,Toyota Camry,2019,Central,2023-03-22
4QXEO2,Full-Size,Chrysler 300,2018,Central,2023-02-01
P5O3X8,Mid-Size,Honda Accord,2018,East,2023-03-04
TQMX9G,Mid-Size,Toyota Camry,2018,North,2023-03-23
791U5J,Mid-Size,Nissan Altima,2022,South,2023-01-14
W22VN8,Compact,Hyundai Elantra,2022,South,2023-02-21
Y1W5RT,SUV,Ford Explorer,2021,Central,2023-03-24
2SI1ND,Mid-Size,Toyota Camry,2021,South,2023-02-20
NB59J6,Compact,Toyota Corolla,2019,South,2023-03-22
Z8FC7J,Compact,Toyota Corolla,2019,Central,2023-02-07
V6MD2Q,SUV,Chevrolet Equinox,2018,North,2023-03-21
AMT5IS,Mid-Size,Toyota Camry,2022,West,2023-02-26
GKJSXE,Full-Size,Ford Taurus,2018,East,2023-02-13
C0KWCV,SUV,Ford Explorer,2018,Central,2023-01-20
6PUKKC,Compact,Hyundai Elantra,2022,East,2023-01-16
R8EO4R,SUV,Toyota RAV4,2021,East,2023-01-26
1NV9V2,Mid-Size,Honda Accord,2020,Central,2023-03-09
YDFVMR,Compact,Honda Civic,2019,Central,2023-02-12
R299C0,Full-Size,Chevrolet Impala,2018,West,2023-02-04
05PSQN,Truck,Ford F-150,2020,West,2023-02-12
IXA04I,Mid-Size,Honda Accord,2020,Central,2023-02-01
HS4EPH,Full-Size,Chevrolet Impala,2021,Central,2023-03-14
45DFF3,Mid-Size,Honda Accord,2018,West,2023-02-05
6NFX66,Full-Size,Ford Taurus,2019,South,2023-02-12
Q283RJ,Full-Size,Chevrolet Impala,2018,West,2023-02-20
NN9041,Full-Size,Ford Taurus,2020,South,2023-02-28
R2X0KI,Full-Size,Ford Taurus,2019,East,2023-01-31
GK97FT,Compact,Hyundai Elantra,2019,East,2023-01-07
71WVL7,Full-Size,Chevrolet Impala,2021,Central,2023-03-04
C55JS5,Full-Size,Ford Taurus,2020,East,2023-02-20
RKCPJ4,Full-Size,Chrysler 300,2019,Central,2023-02-28
5LHKOY,Compact,Toyota Corolla,2022,Central,2023-02-18
F9ZELZ,Mid-Size,Nissan Altima,2020,Central,2023-02-15
SSBOW0,Mid-Size,Nissan Altima,2020,North,2023-03-27
QTH2Z0,Compact,Honda Civic,2020,West,2023-01-05
Y953MC,Compact,Hyundai Elantra,2018,South,2023-01-09
A26XZD,Mid-Size,Nissan Altima,2020,East,2023-03-26
UVF1MH,Full-Size,Chevrolet Impala,2021,East,2023-03-21
ZPTTWO,Compact,Hyundai Elantra,2018,South,2023-02-07
35RGK1,SUV,Ford Explorer,2021,Central,2023-02-18
J2XQET,Mid-Size,Toyota Camry,2018,Central,2023-02-10
YF3HOT,SUV,Ford Explorer,2021,East,2023-03-31
0IM3LW,Mid-Size,Honda Accord,2018,North,2023-02-11
OCSMJ4,Mid-Size,Nissan Altima,2019,North,2023-03-10
1JSZBD,Full-Size,Ford Taurus,2020,South,2023-02-02
T77QZR,Truck,Chevrolet Silverado,2021,Central,2023-02-04
6U6N70,Mid-Size,Toyota Camry,2022,East,2023-03-02
1A3F7G,Mid-Size,Honda Accord,2020,North,2023-02-05
3WO6NC,Full-Size,Ford Taurus,2018,East,2023-01-02
C4N3AC,Full-Size,Ford Taurus,2020,Central,2023-01-16
9FYMSE,Compact,Toyota Corolla,2022,East,2023-03-20
J1TS8O,Mid-Size,Toyota Camry,2018,East,2023-02-03
20QKM5,Mid-Size,Nissan Altima,2022,North,2023-01-10
LXEM7T,Truck,Chevrolet Silverado,2020,Central,2023-03-26
3J197P,Mid-Size,Honda Accord,2018,North,2023-03-31
Y639BT,Mid-Size,Toyota Camry,2022,Central,2023-02-14
20FUFD,Truck,Ram 1500,2018,South,2023-02-26
E8JQJ6,Mid-Size,Honda Accord,2020,North,2023-03-09
6X3D9P,Compact,Honda Civic,2019,South,2023-01-06
OH5G4Z,Compact,Hyundai Elantra,2021,North,2023-01-27
1B08OQ,Compact,Toyota Corolla,2018,North,2023-02-20
ERYK0D,Compact,Honda Civic,2018,North,2023-02-19
YVIMIW,Mid-Size,Nissan Altima,2021,West,2023-01-30
WUGH3Q,SUV,Chevrolet Equinox,2023,Central,2023-01-01
PL7I11,Full-Size,Chevrolet Impala,2018,South,2023-03-27
IAIJ0T,Compact,Toyota Corolla,2020,West,2023-02-25
PR87A4,Full-Size,Chevrolet Impala,2022,South,2023-03-09
N19SWP,Compact,Honda Civic,2019,East,2023-02-09
CBM3MP,Truck,Chevrolet Silverado,2020,South,2023-02-15
TLRV41,Compact,Toyota Corolla,2023,Central,2023-02-10
3SZFF7,Full-Size,Chrysler 300,2022,East,2023-02-08
VEO8AP,Mid-Size,Toyota Camry,2019,East,2023-03-02
48N6ZO,Full-Size,Ford Taurus,2022,Central,2023-03-31
22JD2C,Mid-Size,Nissan Altima,2022,West,2023-03-11
2MZVBA,SUV,Ford Explorer,2021,North,2023-03-02
WSB9I4,Compact,Toyota Corolla,2020,North,2023-01-02
EITTVG,Truck,Ford F-150,2023,South,2023-02-16
JJP7Q9,Mid-Size,Honda Accord,2023,North,2023-03-28
JIDHLN,SUV,Ford Explorer,2023,West,2023-02-05
ZQYD8F,SUV,Toyota RAV4,2022,East,2023-02-19
BPXIF4,Truck,Ford F-150,2020,North,2023-01-30
31HTYP,Compact,Hyundai Elantra,2018,East,2023-01-18
G37FZ5,Mid-Size,Honda Accord,2018,Central,2023-03-05
TBY7JE,Mid-Size,Toyota Camry,2023,Central,2023-01-29
J3UAV3,Mid-Size,Toyota Camry,2020,Central,2023-02-22
GVIAO1,Full-Size,Chevrolet Impala,2018,Central,2023-02-23
YDGTLL,Truck,Ford F-150,2019,West,2023-03-18
P1U4DQ,Truck,Ford F-150,2018,Central,2023-03-26
T1S64Y,Mid-Size,Honda Accord,2021,Central,2023-02-19
OLTQBI,Full-Size,Chevrolet Impala,2021,West,2023-01-05
4Q8I83,SUV,Toyota RAV4,2020,East,2023-02-22
MV9W7D,Truck,Ford F-150,2022,Central,2023-03-21
FAL28T,Compact,Toyota Corolla,2020,East,2023-02-12
P7VTDH,Mid-Size,Toyota Camry,2023,North,2023-02-20
ZZRZYC,SUV,Ford Explorer,2022,North,2023-03-10
4YHH8J,Mid-Size,Nissan Altima,2018,East,2023-02-09
BBIWQ0,Mid-Size,Toyota Camry,2019,North,2023-02-07
IIO2S1,Truck,Ford F-150,2022,North,2023-02-13
DOPCLK,Truck,Ram 1500,2021,South,2023-03-18
QFJ8F3,Truck,Chevrolet Silverado,2022,East,2023-02-13
TCOSJJ,SUV,Ford Explorer,2020,East,2023-01-30
ZB7LNE,Mid-Size,Nissan Altima,2018,East,2023-02-23
5I2LBO,Mid-Size,Toyota Camry,2022,East,2023-03-04
SQ9S2N,Mid-Size,Toyota Camry,2022,Central,2023-03-24
FRUP18,Full-Size,Ford Taurus,2021,South,2023-03-22
CCJVBG,Mid-Size,Nissan Altima,2020,East,2023-03-12
ON4T51,Full-Size,Chevrolet Impala,2018,West,2023-03-11
O94R4J,Mid-Size,Nissan Altima,2022,South,2023-02-10
H22H1S,Full-Size,Chevrolet Impala,2021,North,2023-01-31
U4FOKU,Mid-Size,Nissan Altima,2022,North,2023-02-20
FEZCP9,Mid-Size,Toyota Camry,2019,South,2023-03-05
9G7MHS,Compact,Honda Civic,2022,South,2023-02-16
RNPDJH,Compact,Honda Civic,2022,North,2023-01-19
7RTP52,SUV,Ford Explorer,2023,South,2023-01-02
YLL77K,Mid-Size,Honda Accord,2021,West,2023-01-06
ML2854,Compact,Hyundai Elantra,2022,Central,2023-02-08
ML6OH4,SUV,Chevrolet Equinox,2020,East,2023-03-13
RD6KLT,Full-Size,Ford Taurus,2022,North,2023-03-13
J3YUHR,Compact,Hyundai Elantra,2022,West,2023-03-14
J82ET2,Mid-Size,Nissan Altima,2022,North,2023-03-05
SEF0ST,Compact,Toyota Corolla,2023,North,2023-01-03
JJOTQ5,Full-Size,Chrysler 300,2018,East,2023-03-21
GQIAOC,Mid-Size,Nissan Altima,2022,East,2023-03-27
NWNYKO,Compact,Hyundai Elantra,2022,South,2023-03-18
5ISZNK,Compact,Hyundai Elantra,2021,Central,2023-02-10
ZCJOHT,Full-Size,Chrysler 300,2021,North,2023-01-20
W8VV0H,Compact,Hyundai Elantra,2022,North,2023-03-23
Q3GKH8,SUV,Ford Explorer,2020,East,2023-01-17
ML36A5,Compact,Hyundai Elantra,2020,East,2023-03-12
Z5DBM4,Full-Size,Chevrolet Impala,2022,Central,2023-03-28
RZIM5R,Mid-Size,Honda Accord,2022,North,2023-03-23
2XG782,Mid-Size,Nissan Altima,2019,East,2023-02-16
QPKXLG,Compact,Toyota Corolla,2022,North,2023-03-17
CP324V,SUV,Toyota RAV4,2019,North,2023-03-16
523SDN,SUV,Chevrolet Equinox,2018,East,2023-03-29
40ADX9,Compact,Toyota Corolla,2023,West,2023-02-02
08C5E5,Compact,Toyota Corolla,2019,North,2023-02-26
9STRT3,Truck,Chevrolet Silverado,2019,Central,2023-03-15
KK84TH,Mid-Size,Honda Accord,2019,East,2023-01-21
85LTP4,Compact,Honda Civic,2020,East,2023-01-21
YR8VR7,Compact,Toyota Corolla,2018,Central,2023-02-05
QPNHKD,Full-Size,Chevrolet Impala,2018,South,2023-02-02
0V7VCW,Full-Size,Chevrolet Impala,2020,South,2023-03-09
GBXAO6,Full-Size,Chevrolet Impala,2019,West,2023-03-26
JZNEHC,Truck,Ram 1500,2019,North,2023-01-15
FF53M0,Mid-Size,Toyota Camry,2023,Central,2023-01-30
HWHXM4,Mid-Size,Nissan Altima,2021,Central,2023-03-25
4MBLKP,Mid-Size,Toyota Camry,2018,Central,2023-02-23
U9CTGT,Mid-Size,Honda Accord,2018,East,2023-01-19
W3UG6O,Compact,Hyundai Elantra,2022,West,2023-02-24
RXJ9BF,Compact,Honda Civic,2019,Central,2023-03-20
9Q6690,Mid-Size,Toyota Camry,2018,North,2023-02-03
YWYJ3G,Full-Size,Ford Taurus,2021,South,2023-02-13
RN1JH3,Compact,Toyota Corolla,2023,East,2023-02-25
RZ54OG,Mid-Size,Nissan Altima,2020,West,2023-03-17
8L11PF,Full-Size,Chrysler 300,2022,West,2023-02-20
QFMNSG,Full-Size,Ford Taurus,2020,Central,2023-03-28
4C9LR5,SUV,Chevrolet Equinox,2018,East,2023-03-09
XCVU7U,SUV,Chevrolet Equinox,2022,North,2023-02-07
9TGS7A,Full-Size,Chrysler 300,2023,North,2023-02-13
OB4SZ8,Compact,Honda Civic,2023,Central,2023-03-04
3O7R99,Mid-Size,Nissan Altima,2018,East,2023-01-07
H2Z1GS,Full-Size,Ford Taurus,2021,West,2023-01-21
F65UEX,Compact,Toyota Corolla,2021,East,2023-01-22
P2DON8,Compact,Hyundai Elantra,2018,Central,2023-03-14
K97VGH,Compact,Honda Civic,2023,South,2023-03-16
A10L0U,Mid-Size,Nissan Altima,2018,North,2023-03-15
3DH3N8,Mid-Size,Honda Accord,2019,West,2023-01-10
5DO0E4,Compact,Honda Civic,2023,East,2023-01-27
DDTIXO,SUV,Chevrolet Equinox,2021,Central,2023-01-29
J4FRGE,Truck,Chevrolet Silverado,2022,North,2023-01-03
HJOQEB,Compact,Hyundai Elantra,2020,South,2023-01-24
DW9AB2,Truck,Chevrolet Silverado,2022,Central,2023-02-08
00G5WF,Compact,Hyundai Elantra,2018,Central,2023-03-21
EV22VS,Truck,Chevrolet Silverado,2022,North,2023-01-16
ZEND4V,Truck,Ford F-150,2018,Central,2023-03-19
1R77W4,Compact,Hyundai Elantra,2019,North,2023-03-15
X0I9GZ,SUV,Chevrolet Equinox,2021,North,2023-01-15
VD1CS3,Truck,Ram 1500,2020,Central,2023-01-24
EMS7NE,Truck,Chevrolet Silverado,2018,North,2023-02-11
EH51P4,Truck,Chevrolet Silverado,2022,South,2023-03-26
75AD0N,Full-Size,Chrysler 300,2019,North,2023-03-12
FXM7UI,Compact,Honda Civic,2023,East,2023-03-29
7VKFT0,SUV,Toyota RAV4,2018,North,2023-01-29
4EP9XD,Full-Size,Ford Taurus,2019,South,2023-03-23
7YQ1XJ,Full-Size,Chevrolet Impala,2019,South,2023-03-28
2JIVAW,Mid-Size,Toyota Camry,2021,West,2023-02-23
TZFUPG,Full-Size,Chrysler 300,2020,East,2023-01-14
Q73F4U,Compact,Honda Civic,2018,North,2023-01-25
B7S6DG,Full-Size,Ford Taurus,2021,East,2023-01-12
6ITV8M,Compact,Hyundai Elantra,2023,East,2023-03-14
10ZSCJ,Full-Size,Ford Taurus,2018,South,2023-01-29
UOGYQ2,SUV,Chevrolet Equinox,2019,East,2023-03-05
TNDDSM,Mid-Size,Nissan Altima,2020,South,2023-01-25
ZWK1U5,Mid-Size,Toyota Camry,2022,South,2023-03-29
88ETB5,Mid-Size,Toyota Camry,2018,West,2023-03-11
ZJVUTT,Truck,Ram 1500,2019,South,2023-02-03
91O1FK,Full-Size,Chevrolet Impala,2019,South,2023-02-12
